1672264005677,100,calculate test,200,,Thread Group 1-1,text,true,,198,374,1,1,http://localhost:8080/rest/sale/calculate,97,0,10
1672264005798,41,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,41,0,0
1672264005830,26,calculate test,200,,Thread Group 1-2,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,26,0,1
1672264005839,25,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,25,0,0
1672264005857,25,calculate test,200,,Thread Group 1-2,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,25,0,0
1672264005865,20,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,20,0,0
1672264005882,18,calculate test,200,,Thread Group 1-2,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,18,0,0
1672264005885,18,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,18,0,0
1672264005900,19,calculate test,200,,Thread Group 1-2,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,19,0,0
1672264005903,17,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,17,0,0
1672264005921,31,calculate test,200,,Thread Group 1-1,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,31,0,0
1672264005919,33,calculate test,200,,Thread Group 1-2,text,true,,198,374,2,2,http://localhost:8080/rest/sale/calculate,33,0,0
1672264005952,96,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,89,0,0
1672264005952,96,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,89,0,0
1672264006048,40,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,40,0,0
1672264006048,41,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,41,0,0
1672264006031,58,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,57,0,0
1672264006089,14,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006089,16,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,16,0,0
1672264006090,13,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,13,0,0
1672264006104,16,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,16,0,0
1672264006105,15,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,15,0,0
1672264006105,16,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,16,0,0
1672264006121,15,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,15,0,0
1672264006121,15,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,15,0,0
1672264006122,15,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,15,0,0
1672264006136,14,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006136,14,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006138,12,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,12,0,0
1672264006150,17,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,17,0,0
1672264006150,18,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,17,0,0
1672264006151,16,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,16,0,0
1672264006168,14,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006168,14,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006168,14,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006183,14,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006183,14,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006183,14,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006198,14,calculate test,200,,Thread Group 1-3,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
1672264006198,14,calculate test,200,,Thread Group 1-1,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,13,0,0
1672264006198,14,calculate test,200,,Thread Group 1-2,text,true,,198,374,3,3,http://localhost:8080/rest/sale/calculate,14,0,0
